"""Preliminär Verifikationslista""",,,,,
Samis Jackets AB,,,,,
559489-5301,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:20",,,,,
,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,
,,,,,
"""Verifikation""","""Datum""","""Beskrivning/Konto""","""Typ""","""Debet""","""Kredit"""
,,"2893 Skulder till närstående personer, kortfristig del",,,867.14
,,,,,
A 780,2025-10-16,TEMU.COM refund,,,
,,4000 Inköp av handelsvaror (gruppkonto),,,101.30
,,2641 Debiterad ingående moms,,,25.32
,,"2893 Skulder till närstående personer, kortfristig del",,126.62,
,,,,,
A 781,2025-10-16,TEMU.COM refund,,,
,,4000 Inköp av handelsvaror (gruppkonto),,,19.71
,,2641 Debiterad ingående moms,,,4.93
,,"2893 Skulder till närstående personer, kortfristig del",,24.64,
,,,,,
A 782,2025-11-24,APPLE.COM/BILL - iCloud company,,,
,,5420 Programvaror,,199.20,
,,2641 Debiterad ingående moms,,49.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,249.00
,,,,,
A 783,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,6500.00
,,2441 Future World Tech,,6500.00,
,,,,,
A 784,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,10000.00
,,2441 Future World Tech,,10000.00,
,,,,,
A 785,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,10000.00
,,2441 Future World Tech,,10000.00,
,,,,,
A 786,2025-10-02,Hallon SEK 100.00 SEK,,,
,,6212 Mobiltelefon,,80.00,
,,2641 Debiterad ingående moms,,20.00,
,,1945 Wise SEK,,,100.00
,,,,,
A 787,2025-10-02,Hallon USD 9.40 USD kurs 9.35988,,,
,,6212 Mobiltelefon,,70.40,
,,2641 Debiterad ingående moms,,17.60,
,,1942 Wise USD,,,88.00
,,,,,
A 788,2025-10-03,Shopify EUR inbetalning 103.75 EUR,,,
,,1944 Wise EUR,,1193.13,
,,1580 Fordringar för kontokort och kuponger,,,1193.13
,,,,,
A 789,2025-10-06,Wise avgift SEK 26.20 SEK,,,
,,6570 Bankkostnader,,26.20,
,,1945 Wise SEK,,,26.20
,,,,,
A 790,2025-10-06,SEK till TRY 12486 SEK kurs 4.43116,,,
,,1945 Wise SEK,,,12486.00
,,1940 Övriga bankkonton,,12432.54,
,,6570 Bankkostnader,,53.46,
,,,,,
A 791,2025-10-06,EUR till TRY 124.81 EUR kurs 48.6857,,,
,,1944 Wise EUR,,,1436.55
,,1940 Övriga bankkonton,,1430.21,
,,6570 Bankkostnader,,6.34,
,,,,,
A 792,2025-10-06,Loan repayment TRY 61066.41 TRY kurs 4.43,,,
,,"2893 Skulder till närstående personer, kortfristig del",,13862.75,
,,1940 Övriga bankkonton,,,13862.75
,,,,,
A 793,2025-10-10,Shopify EUR inbetalning 86.12 EUR,,,
,,1944 Wise EUR,,990.38,
,,1580 Fordringar för kontokort och kuponger,,,990.38
,,,,,
A 794,2025-10-10,SEK till USD 2870 SEK kurs 0.105,,,
,,1945 Wise SEK,,,2870.00
,,1942 Wise USD,,2857.14,
,,6570 Bankkostnader,,12.86,
,,,,,
A 795,2025-10-10,Loan repayment USD 320.00 USD,,,
,,"2893 Skulder till närstående personer, kortfristig del",,2944.00,
,,1942 Wise USD,,,2944.00
,,,,,
A 796,2025-10-17,Shopify EUR inbetalning 418.35 EUR,,,
,,1944 Wise EUR,,4811.03,
,,1580 Fordringar för kontokort och kuponger,,,4811.03
,,,,,
A 797,2025-10-17,Temu forpackning SEK 548.87 SEK,,,
,,5460 Förbrukningsmaterial,,548.87,
,,1945 Wise SEK,,,548.87
,,,,,
A 798,2025-10-24,Shopify EUR inbetalning 154.12 EUR,,,
,,1944 Wise EUR,,1772.38,
,,1580 Fordringar för kontokort och kuponger,,,1772.38
,,,,,
A 799,2025-10-24,One.com SEK 11.25 SEK,,,
,,5420 Programvaror,,9.00,
,,2641 Debiterad ingående moms,,2.25,
,,1945 Wise SEK,,,11.25
,,,,,
A 800,2025-10-27,Google Play app SEK 176.40 SEK,,,
,,5420 Programvaror,,176.40,
,,1945 Wise SEK,,,176.40
,,,,,
A 801,2025-10-27,Google Play app SEK 176.40 SEK,,,
,,5420 Programvaror,,176.40,
,,1945 Wise SEK,,,176.40
,,,,,
A 802,2025-10-31,YouTube Premium SEK 10.00 SEK,,,
,,5420 Programvaror,,10.00,
,,1945 Wise SEK,,,10.00
,,,,,
A 803,2025-11-01,TikTok Ads SEK 748.05 SEK,,,
,,5900 Reklam och PR (gruppkonto),,748.05,
,,1945 Wise SEK,,,748.05
,,,,,
A 804,2025-11-01,Temu refund SEK 30.97 SEK,,,
,,1945 Wise SEK,,30.97,
,,5460 Förbrukningsmaterial,,,30.97
,,,,,
A 805,2025-11-01,TikTok Ads EUR 23.45 EUR kurs 10.9513,,,
,,5900 Reklam och PR (gruppkonto),,256.81,
,,1944 Wise EUR,,,259.10
,,6570 Bankkostnader,,2.29,
,,,,,
A 806,2025-11-02,Hallon EUR 11.78 EUR kurs 10.9513,,,
,,6212 Mobiltelefon,,103.20,
,,2641 Debiterad ingående moms,,25.80,
,,1944 Wise EUR,,,129.88
,,6570 Bankkostnader,,0.88,
,,,,,
A 807,2025-11-06,Cashback EUR 0.15 EUR,,,
,,1944 Wise EUR,,1.73,
,,8311 Ränteintäkter från bank,,,1.73
,,,,,
A 808,2025-11-07,Shopify EUR inbetalning 371.75 EUR,,,
,,1944 Wise EUR,,4275.13,
,,1580 Fordringar för kontokort och kuponger,,,4275.13
,,,,,
A 809,2025-11-14,Shopify EUR inbetalning 86.37 EUR,,,
,,1944 Wise EUR,,993.32,
,,1580 Fordringar för kontokort och kuponger,,,993.32
,,,,,
A 810,2025-11-14,Shipit.se frakt EUR 91.08 EUR kurs 10.9795,,,
,,5700 Frakter och transporter (gruppkonto),,800.00,
,,2641 Debiterad ingående moms,,200.00,
,,1944 Wise EUR,,,1004.63
,,6570 Bankkostnader,,4.63,
,,,,,
A 811,2025-11-19,TikTok Ads EUR 178.32 EUR kurs 11.0027,,,
,,5900 Reklam och PR (gruppkonto),,1962.00,
,,1944 Wise EUR,,,1974.10
,,6570 Bankkostnader,,12.10,
,,,,,
A 812,2025-11-21,Shopify EUR inbetalning 1398.29 EUR,,,
,,1944 Wise EUR,,16080.33,
,,1580 Fordringar för kontokort och kuponger,,,16080.33
,,,,,
A 813,2025-11-23,St1 drivmedel EUR 37.82 EUR kurs 10.999,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,332.76,
,,2641 Debiterad ingående moms,,83.18,
,,1944 Wise EUR,,,415.94
,,,,,
A 814,2025-11-25,Booking.com flight EUR 624.99 EUR kurs 1.15685,,,
,,5810 Biljetter,,7187.39,
,,1944 Wise EUR,,,7220.46
,,6570 Bankkostnader,,33.07,
,,,,,
A 815,2025-11-25,Booking.com USD 0.98 USD,,,
,,5810 Biljetter,,9.02,
,,1942 Wise USD,,,9.02
,,,,,
A 816,2025-11-27,Forex EUR 2.91 EUR kurs 10.9894,,,
,,5810 Biljetter,,25.61,
,,2641 Debiterad ingående moms,,6.40,
,,1944 Wise EUR,,,32.13
,,6570 Bankkostnader,,0.12,
,,,,,
A 817,2025-11-27,Arlanda Walk Through EUR 32.00 EUR kurs 10.9989,,,
,,5810 Biljetter,,281.60,
,,2641 Debiterad ingående moms,,70.40,
,,1944 Wise EUR,,,353.55
,,6570 Bankkostnader,,1.55,
,,,,,
A 818,2025-11-27,Jureskog mat EUR 52.65 EUR kurs 10.9975,,,
,,5810 Biljetter,,516.96,
,,2641 Debiterad ingående moms,,62.04,
,,1944 Wise EUR,,,582.18
,,6570 Bankkostnader,,3.18,
,,,,,
A 819,2025-11-27,Take Away Mart EUR 4.46 EUR kurs 10.9952,,,
,,5810 Biljetter,,43.75,
,,2641 Debiterad ingående moms,,5.25,
,,1944 Wise EUR,,,49.28
,,6570 Bankkostnader,,0.28,
,,,,,
A 820,2025-11-28,Beijing Airport mat EUR 0.98 EUR kurs 8.19996 CNY,,,
,,5810 Biljetter,,10.90,
,,1944 Wise EUR,,,11.00
,,6570 Bankkostnader,,0.10,
,,,,,
A 821,2025-11-28,Shopify EUR inbetalning 2199.39 EUR,,,
,,1944 Wise EUR,,25292.99,
,,1580 Fordringar för kontokort och kuponger,,,25292.99
,,,,,
A 822,2025-11-28,EUR till SEK 3633.31 EUR kurs 10.9945,,,
,,1944 Wise EUR,,,40174.82
,,1945 Wise SEK,,39946.43,
,,6570 Bankkostnader,,228.39,
,,,,,
A 823,2025-11-28,Overforing till Marginalen SEK 39934.97 SEK,,,
,,1930 Företagskonto,,39934.97,
,,1945 Wise SEK,,,39934.97
,,,,,
A 824,2025-12-03,Cashback EUR 0.47 EUR,,,
,,1944 Wise EUR,,5.41,
,,8311 Ränteintäkter från bank,,,5.41
,,,,,
A 825,2025-12-04,Future World Tech Kina 31472.19 USD kurs 0.10645,,,
,,2441 Future World Tech,,295641.24,
,,6570 Bankkostnader,,1358.76,
,,1945 Wise SEK,,,297000.00
,,,,,
A 826,2025-12-05,Shopify EUR inbetalning 573.75 EUR,,,
,,1944 Wise EUR,,6598.13,
,,1580 Fordringar för kontokort och kuponger,,,6598.13
,,,,,
A 827,2025-12-08,Shopify avgift EUR 106.61 EUR,,,
,,6570 Bankkostnader,,1226.58,
,,1944 Wise EUR,,,1226.58
,,,,,
A 828,2025-12-08,EUR till USD 465.94 EUR kurs 1.1651,,,
,,1944 Wise EUR,,,5374.86
,,1942 Wise USD,,5355.62,
,,6570 Bankkostnader,,19.24,
,,,,,
A 829,2025-12-09,SEK till USD 15546 SEK kurs 0.10707,,,
,,1945 Wise SEK,,,15546.00
,,1942 Wise USD,,15437.54,
,,6570 Bankkostnader,,108.46,
,,,,,
A 830,2025-12-11,Beijing mat USD 75.61 USD kurs 7.0621 CNY,,,
,,5810 Biljetter,,700.65,
,,1942 Wise USD,,,702.23
,,6570 Bankkostnader,,1.58,
,,,,,
A 831,2025-12-11,Malardalstrafik USD 79.49 USD kurs 9.23423,,,
,,5810 Biljetter,,692.45,
,,2641 Debiterad ingående moms,,41.55,
,,1942 Wise USD,,,735.49
,,6570 Bankkostnader,,1.49,
,,,,,
A 832,2025-12-12,Shopify EUR inbetalning 58.31 EUR,,,
,,1944 Wise EUR,,670.55,
,,1580 Fordringar för kontokort och kuponger,,,670.55
,,,,,
A 833,2025-12-12,Circle K drivmedel USD 67.13 USD kurs 9.28897,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,498.82,
,,2641 Debiterad ingående moms,,124.71,
,,1942 Wise USD,,,624.65
,,6570 Bankkostnader,,1.12,
,,,,,
A 834,2025-12-12,Fadushka mat USD 2.16 USD kurs 9.27977,,,
,,5810 Biljetter,,17.86,
,,2641 Debiterad ingående moms,,2.14,
,,1942 Wise USD,,,20.07
,,6570 Bankkostnader,,0.07,
,,,,,
A 835,2025-12-14,Shopify abonnemang EUR 36.00 EUR,,,
,,5420 Programvaror,,414.00,
,,1944 Wise EUR,,,414.00
,,,,,
A 836,2025-12-15,Shopify avgift EUR 2.88 EUR,,,
,,6570 Bankkostnader,,33.12,
,,1944 Wise EUR,,,33.12
,,,,,
A 837,2025-12-17,Shopify avgift EUR 19.43 EUR,,,
,,6570 Bankkostnader,,223.44,
,,1944 Wise EUR,,,223.44
,,,,,
A 838,2025-12-17,Shopify avgift USD 32.95 USD kurs 0.85346,,,
,,6570 Bankkostnader,,303.60,
,,1942 Wise USD,,,303.60
,,,,,
A 839,2025-12-17,Loan repayment USD 225.96 USD kurs 9.33791,,,
,,"2893 Skulder till närstående personer, kortfristig del",,2110.00,
,,1942 Wise USD,,,2114.00
,,6570 Bankkostnader,,4.00,
,,,,,
A 840,2025-12-19,One.com USD 13.75 USD kurs 9.31722,,,
,,5420 Programvaror,,102.50,
,,2641 Debiterad ingående moms,,25.63,
,,1942 Wise USD,,,128.48
,,6570 Bankkostnader,,0.35,
,,,,,
A 841,2025-12-24,Bolagsverket USD 240.06 USD kurs 9.16446,,,
,,"6991 Övriga externa kostnader, avdragsgilla",,2200.00,
,,1942 Wise USD,,,2204.70
,,6570 Bankkostnader,,4.70,
,,,,,
A 842,2025-12-24,PRV registrering USD 294.43 USD kurs 9.17034,,,
,,"6991 Övriga externa kostnader, avdragsgilla",,2700.00,
,,1942 Wise USD,,,2705.72
,,6570 Bankkostnader,,5.72,
,,,,,
A 843,2025-12-25,TikTok Ads USD 179.76 USD kurs 9.17929,,,
,,5900 Reklam och PR (gruppkonto),,1650.10,
,,1942 Wise USD,,,1653.36
,,6570 Bankkostnader,,3.26,
,,,,,
A 844,2025-12-25,Loan repayment USD 205.02 USD kurs 9.17442,,,
,,"2893 Skulder till närstående personer, kortfristig del",,1880.94,
,,1942 Wise USD,,,1884.80
,,6570 Bankkostnader,,3.86,
,,,,,
A 845,2025-12-25,Loan repayment USD 7.49 USD kurs 9.17442,,,
,,"2893 Skulder till närstående personer, kortfristig del",,68.70,
,,1942 Wise USD,,,68.82
,,6570 Bankkostnader,,0.12,
,,,,,
A 846,2025-12-25,Loan repayment USD 63.11 USD kurs 9.17442,,,
,,"2893 Skulder till närstående personer, kortfristig del",,579.00,
,,1942 Wise USD,,,580.23
,,6570 Bankkostnader,,1.23,
,,,,,
A 847,2025-12-29,Shopify EUR inbetalning 86.77 EUR,,,
,,1944 Wise EUR,,997.85,
,,1580 Fordringar för kontokort och kuponger,,,997.85
,,,,,
A 848,2025-12-29,EUR till USD 86.47 EUR kurs 1.1762,,,
,,1944 Wise EUR,,,997.85
,,1942 Wise USD,,994.40,
,,6570 Bankkostnader,,3.45,
,,,,,
A 849,2025-12-29,St1 drivmedel USD 96.07 USD kurs 9.17915,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,705.48,
,,2641 Debiterad ingående moms,,176.36,
,,1942 Wise USD,,,883.49
,,6570 Bankkostnader,,1.65,
,,,,,
A 850,2025-12-30,TikTok Ads USD 152.94 USD kurs 9.19322,,,
,,5900 Reklam och PR (gruppkonto),,1406.00,
,,1942 Wise USD,,,1408.98
,,6570 Bankkostnader,,2.98,
,,,,,
A 851,2025-12-31,TikTok Ads USD 152.46 USD kurs 9.22201,,,
,,5900 Reklam och PR (gruppkonto),,1406.00,
,,1942 Wise USD,,,1408.54
,,6570 Bankkostnader,,2.54,
,,,,,
A 852,2025-10-01,Manadsavgift Foretagskonto okt,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 853,2025-10-03,Worldline deposit B10037527853,,,
,,1930 Företagskonto,,6744.05,
,,1947 Worldline,,,6744.05
,,,,,
A 854,2025-10-06,Worldline deposit B10047556132,,,
,,1930 Företagskonto,,3689.41,
,,1947 Worldline,,,3689.41
,,,,,
A 855,2025-10-06,Overforing till Wise,,,
,,1945 Wise SEK,,10486.00,
,,1930 Företagskonto,,,10486.00
,,,,,
A 856,2025-10-06,Worldline deposit B10067605445,,,
,,1930 Företagskonto,,3336.21,
,,1947 Worldline,,,3336.21
,,,,,
A 857,2025-10-07,Worldline deposit B10077622879,,,
,,1930 Företagskonto,,2555.13,
,,1947 Worldline,,,2555.13
,,,,,
A 858,2025-10-09,Inbetalning till Skattekonto,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,625.00,
,,1930 Företagskonto,,,625.00
,,,,,
A 859,2025-10-08,Bankgiro betalning 2027001,,,
,,6570 Bankkostnader,,400.00,
,,2641 Debiterad ingående moms,,100.00,
,,1930 Företagskonto,,,500.00
,,,,,
A 860,2025-10-09,Overforing till Wise,,,
,,1945 Wise SEK,,4500.00,
,,1930 Företagskonto,,,4500.00
,,,,,
A 861,2025-10-09,Worldline deposit B10097674111,,,
,,1930 Företagskonto,,0.99,
,,1947 Worldline,,,0.99
,,,,,
A 862,2025-10-10,Worldline deposit B10107702101,,,
,,1930 Företagskonto,,1701.91,
,,1947 Worldline,,,1701.91
,,,,,
A 863,2025-10-13,Worldline deposit B10127760785,,,
,,1930 Företagskonto,,5491.37,
,,1947 Worldline,,,5491.37
,,,,,
A 864,2025-10-14,Frakt PostNord 50207042,,,
,,5700 Frakter och transporter (gruppkonto),,339.20,
,,2641 Debiterad ingående moms,,84.80,
,,1930 Företagskonto,,,424.00
,,,,,
A 865,2025-10-14,Worldline deposit B10147798619,,,
,,1930 Företagskonto,,2972.53,
,,1947 Worldline,,,2972.53
,,,,,
A 866,2025-10-17,Svea Ekonomi kortterminal,,,
,,6570 Bankkostnader,,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,1930 Företagskonto,,,248.00
,,,,,
A 867,2025-10-17,Forsakring 53020525,,,
,,6310 Företagsförsäkringar,,3763.00,
,,1930 Företagskonto,,,3763.00
,,,,,
A 868,2025-10-17,Worldline deposit B10177881088,,,
,,1930 Företagskonto,,6687.36,
,,1947 Worldline,,,6687.36
,,,,,
A 869,2025-10-20,Worldline deposit B10197936186,,,
,,1930 Företagskonto,,5266.50,
,,1947 Worldline,,,5266.50
,,,,,
A 870,2025-10-22,Worldline deposit B10228000236,,,
,,1930 Företagskonto,,7578.34,
,,1947 Worldline,,,7578.34
,,,,,
A 871,2025-10-24,Worldline deposit B10248056799,,,
,,1930 Företagskonto,,4268.50,
,,1947 Worldline,,,4268.50
,,,,,
A 872,2025-10-27,Worldline deposit B10258085288,,,
,,1930 Företagskonto,,2928.26,
,,1947 Worldline,,,2928.26
,,,,,
A 873,2025-10-27,Worldline deposit B10278133717,,,
,,1930 Företagskonto,,5268.49,
,,1947 Worldline,,,5268.49
,,,,,
A 874,2025-10-28,Hyra oktober butik/lager 4392007,,,
,,5010 Lokalhyra,,15986.40,
,,2641 Debiterad ingående moms,,3996.60,
,,1930 Företagskonto,,,19983.00
,,,,,
A 875,2025-10-28,Hyra lagar 4392007,,,
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,1930 Företagskonto,,,1896.00
,,,,,
A 876,2025-10-28,Inbetalning till Skattekonto,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,15714.00,
,,1930 Företagskonto,,,15714.00
,,,,,
A 877,2025-10-28,Worldline deposit B10288150305,,,
,,1930 Företagskonto,,4349.13,
,,1947 Worldline,,,4349.13
,,,,,
A 878,2025-10-29,Worldline deposit B10298175527,,,
,,1930 Företagskonto,,5560.94,
,,1947 Worldline,,,5560.94
,,,,,
A 879,2025-10-30,Worldline deposit B10308203309,,,
,,1930 Företagskonto,,2750.16,
,,1947 Worldline,,,2750.16
,,,,,
A 880,2025-10-31,Worldline deposit B10318231769,,,
,,1930 Företagskonto,,4535.93,
,,1947 Worldline,,,4535.93
,,,,,
A 881,2025-11-01,Manadsavgift Foretagskonto nov,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 882,2025-11-03,Worldline deposit B11018260572,,,
,,1930 Företagskonto,,6164.00,
,,1947 Worldline,,,6164.00
,,,,,
A 883,2025-11-03,Worldline deposit B11028288982,,,
,,1930 Företagskonto,,1191.00,
,,1947 Worldline,,,1191.00
,,,,,
A 884,2025-11-04,Worldline deposit B11048324588,,,
,,1930 Företagskonto,,2243.70,
,,1947 Worldline,,,2243.70
,,,,,
A 885,2025-11-07,Bank avgift enskildfirma samis,,,
,,6570 Bankkostnader,,1000.00,
,,1930 Företagskonto,,,1000.00
,,,,,
A 886,2025-11-07,Worldline deposit B11078404621,,,
,,1930 Företagskonto,,4180.96,
,,1947 Worldline,,,4180.96
,,,,,
A 887,2025-11-10,Worldline deposit B11088433471,,,
,,1930 Företagskonto,,3324.26,
,,1947 Worldline,,,3324.26
,,,,,
A 888,2025-11-10,Worldline deposit B11108482009,,,
,,1930 Företagskonto,,1188.01,
,,1947 Worldline,,,1188.01
,,,,,
A 889,2025-11-11,Worldline deposit B11118498315,,,
,,1930 Företagskonto,,2482.51,
,,1947 Worldline,,,2482.51
,,,,,
A 890,2025-11-12,Worldline deposit B11128524941,,,
,,1930 Företagskonto,,1141.26,
,,1947 Worldline,,,1141.26
,,,,,
A 891,2025-11-13,Worldline deposit B11138552310,,,
,,1930 Företagskonto,,892.51,
,,1947 Worldline,,,892.51
,,,,,
A 892,2025-11-14,Worldline deposit B11148578818,,,
,,1930 Företagskonto,,1941.22,
,,1947 Worldline,,,1941.22
,,,,,
A 893,2025-11-17,Svea Ekonomi kortterminal,,,
,,6570 Bankkostnader,,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,1930 Företagskonto,,,248.00
,,,,,
A 894,2025-11-17,Worldline deposit B11178656600,,,
,,1930 Företagskonto,,1981.02,
,,1947 Worldline,,,1981.02
,,,,,
A 895,2025-11-17,Skuld 2893 inbetalning 6641229,,,
,,1930 Företagskonto,,284.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,284.00
,,,,,
A 896,2025-11-18,Worldline deposit B11188674426,,,
,,1930 Företagskonto,,3048.64,
,,1947 Worldline,,,3048.64
,,,,,
A 897,2025-11-19,Worldline deposit B11198697754,,,
,,1930 Företagskonto,,16205.47,
,,1947 Worldline,,,16205.47
,,,,,
A 898,2025-11-20,Svea Ekonomi kortterminal,,,
,,6570 Bankkostnader,,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,1930 Företagskonto,,,248.00
,,,,,
A 899,2025-11-20,Worldline deposit B11208725080,,,
,,1930 Företagskonto,,8057.42,
,,1947 Worldline,,,8057.42
,,,,,
A 900,2025-11-21,Worldline deposit B11218753235,,,
,,1930 Företagskonto,,14373.20,
,,1947 Worldline,,,14373.20
,,,,,
A 901,2025-11-24,Worldline deposit B11228781865,,,
,,1930 Företagskonto,,7070.42,
,,1947 Worldline,,,7070.42
,,,,,
A 902,2025-11-24,Frakt PostNord 52494309,,,
,,5700 Frakter och transporter (gruppkonto),,734.96,
,,2641 Debiterad ingående moms,,183.74,
,,1930 Företagskonto,,,918.70
,,,,,
A 903,2025-11-24,Frakt PostNord 52494309,,,
,,5700 Frakter och transporter (gruppkonto),,1548.69,
,,2641 Debiterad ingående moms,,387.17,
,,1930 Företagskonto,,,1935.86
,,,,,
A 904,2025-11-24,Worldline deposit B11248831366,,,
,,1930 Företagskonto,,29356.25,
,,1947 Worldline,,,29356.25
,,,,,
A 905,2025-11-25,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,1726.40,
,,2641 Debiterad ingående moms,,431.60,
,,1930 Företagskonto,,,2158.00
,,,,,
A 906,2025-11-26,Skuld 2893 inbetalning,,,
,,1930 Företagskonto,,19000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,19000.00
,,,,,
A 907,2025-11-26,SAMIS1 Skuld 2893 inbetalning,,,
,,1930 Företagskonto,,20000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,20000.00
,,,,,
A 908,2025-11-26,Worldline deposit B11268872500,,,
,,1930 Företagskonto,,14641.45,
,,1947 Worldline,,,14641.45
,,,,,
A 909,2025-11-26,Skuld 2893 inbetalning 6641229,,,
,,1930 Företagskonto,,778.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,778.00
,,,,,
A 910,2025-11-26,Skuld 2893 inbetalning SKULDRA,,,
,,1930 Företagskonto,,38800.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,38800.00
,,,,,
A 911,2025-11-27,Worldline deposit B11278900577,,,
,,1930 Företagskonto,,4219.76,
,,1947 Worldline,,,4219.76
,,,,,
A 912,2025-11-27,Inbetalning 07306298220,,,
,,1930 Företagskonto,,7856.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,7856.00
,,,,,
A 913,2025-12-01,Manadsavgift Foretagskonto dec,,,
,,6570 Bankkostnader,,70.00,
,,1930 Företagskonto,,,70.00
,,,,,
A 914,2025-12-01,Worldline deposit B11298957172,,,
,,1930 Företagskonto,,21737.55,
,,1947 Worldline,,,21737.55
,,,,,
A 915,2025-12-01,Worldline deposit B12019008327,,,
,,1930 Företagskonto,,7.49,
,,1947 Worldline,,,7.49
,,,,,
A 916,2025-12-01,Worldline deposit B11308985634,,,
,,1930 Företagskonto,,8006.70,
,,1947 Worldline,,,8006.70
,,,,,
A 917,2025-12-02,Worldline deposit B12029026954,,,
,,1930 Företagskonto,,4400.82,
,,1947 Worldline,,,4400.82
,,,,,
A 918,2025-12-03,Worldline deposit B12039050289,,,
,,1930 Företagskonto,,1617.86,
,,1947 Worldline,,,1617.86
,,,,,
A 919,2025-12-04,China invoice payment till Wise,,,
,,1945 Wise SEK,,297000.00,
,,1930 Företagskonto,,,297000.00
,,,,,
A 920,2025-12-08,Worldline deposit B12069136385,,,
,,1930 Företagskonto,,10857.31,
,,1947 Worldline,,,10857.31
,,,,,
A 921,2025-12-08,Worldline deposit B12089184747,,,
,,1930 Företagskonto,,4611.77,
,,1947 Worldline,,,4611.77
,,,,,
A 922,2025-12-09,Wise transfer 55250500,,,
,,1945 Wise SEK,,15546.00,
,,1930 Företagskonto,,,15546.00
,,,,,
A 923,2025-12-09,Worldline deposit B12099203466,,,
,,1930 Företagskonto,,1710.39,
,,1947 Worldline,,,1710.39
,,,,,
A 924,2025-12-10,Worldline deposit B12109227020,,,
,,1930 Företagskonto,,2889.45,
,,1947 Worldline,,,2889.45
,,,,,
A 925,2025-12-11,Worldline deposit B12119255696,,,
,,1930 Företagskonto,,2136.02,
,,1947 Worldline,,,2136.02
,,,,,
A 926,2025-12-12,Worldline deposit B12129284073,,,
,,1930 Företagskonto,,5373.35,
,,1947 Worldline,,,5373.35
,,,,,
A 927,2025-12-15,Frakt 50516822,,,
,,5700 Frakter och transporter (gruppkonto),,2332.00,
,,2641 Debiterad ingående moms,,583.00,
,,1930 Företagskonto,,,2915.00
,,,,,
A 928,2025-12-15,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,101.60,
,,2641 Debiterad ingående moms,,25.40,
,,1930 Företagskonto,,,127.00
,,,,,
A 929,2025-12-15,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,189.60,
,,2641 Debiterad ingående moms,,47.40,
,,1930 Företagskonto,,,237.00
,,,,,
A 930,2025-12-15,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,790.40,
,,2641 Debiterad ingående moms,,197.60,
,,1930 Företagskonto,,,988.00
,,,,,
A 931,2025-12-15,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,2490.40,
,,2641 Debiterad ingående moms,,622.60,
,,1930 Företagskonto,,,3113.00
,,,,,
A 932,2025-12-15,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,116.00,
,,2641 Debiterad ingående moms,,29.00,
,,1930 Företagskonto,,,145.00
,,,,,
A 933,2025-12-15,Frakt PostNord 52494309,,,
,,5700 Frakter och transporter (gruppkonto),,311.20,
,,2641 Debiterad ingående moms,,77.80,
,,1930 Företagskonto,,,389.00
,,,,,
A 934,2025-12-15,Fretag mobil Telia 47460035,,,
,,6212 Mobiltelefon,,455.20,
,,2641 Debiterad ingående moms,,113.80,
,,1930 Företagskonto,,,569.00
,,,,,
A 935,2025-12-15,Plusgiro betalning 47704044,,,
,,6570 Bankkostnader,,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,1930 Företagskonto,,,248.00
,,,,,
A 936,2025-12-15,Worldline deposit B12159361494,,,
,,1930 Företagskonto,,4866.82,
,,1947 Worldline,,,4866.82
,,,,,
A 937,2025-12-17,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,95.20,
,,2641 Debiterad ingående moms,,23.80,
